"tweet","replies_count","retweets_count","likes_count"
"@infoAzzurri Harus diakui ini Final piala dunia terseru","0","0","2"
"""Terimakasih kpd pemirsah yg telah menyaksikan siaran langsung final piala dunia melalui aplikasi vidio..."" *narasi hostnya  Si @vidio kaga ada maap2 nya ke pemirsa/pelanggan baik di story/status medsos or di live ttg erornya. Terlalu ANGKUH &amp; SOMBONG mrk. BUAT GW MRK SGT HINA!!!  https://t.co/Ll6pEdw8qC","0","0","0"
"Ridwan Kamil mengatakan prediksinya jika Argentinya akan menang tepat. Prediksi itu sempat diunggah sebelum pertandingan final Piala Dunia 2022 mulai.  https://t.co/fLQYM1r9HD","0","0","0"
"Tapi hetrik di final piala dunia teh nt pisan  https://t.co/MEhLXiVVpo","0","0","0"
"Hasil Perpanjangan Waktu Timnas Argentina vs Prancis di Final Piala Dunia 2022","0","0","0"
"piala dunia paling banyak kejutan dan final piala dunia terseru sejauh ini yg pernah gw tonton, Messi yg emng pantas dpt juara, tp Mbappe jg gila ni orng bakal gantiin era Messi Ronaldo. terlepas itu semua, venue di qatar jg salah satu terbaik sih TOP. #FIFAWorldCup #Qatar2022  https://t.co/TiLztWdFFd","0","0","1"
"Final terbaik dalam sejarah piala dunia","0","0","0"
"Ridwan Kamil mengatakan prediksinya jika Argentinya akan menang tepat. Prediksi itu sempat diunggah sebelum pertandingan final Piala Dunia 2022 mulai.  https://t.co/fLQYM1IcJD","0","0","0"
"Salah satu final piala dunia terbaik. Congrats Argentina 🇦🇷","0","0","0"
"FINAL PIALA DUNIA TER EPIC 🔥🔥🔥🔥 WOOOOWWWWW","0","0","0"
"Siapa yang sangka final piala dunia bisa 3-3 terus adu pinalti... gg sih. Sampe bertemu dengab tweet bola AFF indo yang akan isinya ngomel ngomel nih  https://t.co/YOP9muUTEa","0","0","0"
"Final piala dunia terbaik, kalo masih ada yang bilang ada pengaturan dari pihak FIFA mending belajar nerima kenyataan aja. _ Oh iya, kayaknya bang dodo gak bisa di compare sama Messi lagi deh, udah ketinggalan jauh.","0","0","1"
"* final piala dunia","0","0","0"
"Kayaknya final piala dunia terbaik yang pernah gue tonton. Permainan terbuka, 6 Gol, mbappe hatrick, dan Messi &gt; Ronaldo.","0","0","0"
"Salah satu final terbaik piala dunia 🔥","0","0","1"
"Selamat untuk Argentina!!! Kita juga sudah menjadi saksi sejarah salah satu final terbaik piala dunia. Dari 2 - 0 menjadi 2 - 2, memasuki extra time menjadi 3 - 3 hingga adu penalti yang sangat menegangkan.","1","0","0"
"@idextratime doi umur 23 tahun, final piala Dunia hattrick, gokil 👏","0","0","0"
"I Swear, ini final piala dunia terbaik, terpanas, terkeren, teriak sekeras2nya 😁 Congratulations @Argentina Thankyou @qatar @FIFAWorldCup The best world Cup in history. Prmainan sudah panas sejak mulai fase group. I'll really miss this moment 😭#FIFAWorldCup #ArgentinaVsFrance","0","0","0"
"Final piala dunia terkeren dan terseru yg sejauh ini pernah saya saksikan, ngalahin edisi 2010. Congrats Argentina 🇦🇷 dan Lionel ""The Legend"" Messi 🏆🥇 #FIFAWorldCup2022","0","0","0"
"Final piala dunia paling seru sepanjang sejarah I guess?","0","0","0"
"kalo nobar final piala dunia bareng kai seru kali ya wkwkwk pasti isinya kai teriak2 geregatan soalnya messi jagoannya dia😂","0","0","0"
"@labiebsadat udah hari H final piala dunia, msh ga ngangkat trofi jg","1","0","3"
"@idextratime Piala dunia terbaik yang pernah gue tonton - Awalnya ga terlalu ber ekspetasi - Mulai berasa hype pas abis podcast bang do - Penyisihan grup seru parah - Fase knockout - semifinal sulit ditebak -  Final terbaik Sepanjang Sejarah  Roller coast","18","111","972"
"Dybala ikut piala dunia hanya untuk masuk dan menendang penalti di Final  Dan juara dunia","0","0","0"
"Final piala dunia terbaik dan terseru👏🏻","0","0","0"
"20 tahun ngikutin piala dunia dan final 2022 ini probably jadi final terbaik yang pernah aing tonton sih 😭","0","0","0"
"terharu ngeliat salah satu piala dunia terbaik dalam sejarah - dua pemain terbaik dalam sejarah sepakbola messi dan cr di piala dunia terakhirnya - banyak pertandingan yg unpredictable - final yg sangat memuaskan - end of era perdebatan 🐐 - messi menamatkan sepakbola","1","0","1"
"Terimakasih atas piala dunia yang sangat sulit ditebak dan final luar biasa dengan segala dinamikanya.","0","0","1"
"yokk yg ga sempet nonton final liat langsung reaksi nomin yg dibungkus dalam balada final piala dunia 2022 bara naren 😍","0","0","0"
"Meski Kylian Mbappe gagal membawa Prancis menjadi juara Piala Dunia 2022, ia tetap pulang dengan membawa gelar top skor turnamen berkat hat-tricknya di final.  https://t.co/uJL2Ed1wuR","3","20","93"
"Piala Dunia yg luar biasa, ditutup dengan final yang luar biasa dan disempurnakan dengan pencapaian karir sempurna seseorang yang luar biasa @TeamMessi .  Congrats Argentina, Congrats Leo Messi  https://t.co/s69CYdRLRD","0","13","44"
"Argentina sukses menjadi juara dunia usai menumbangkan Prancis lewat adu penalti 3-3 (4-2) dalam partai final Piala Dunia 2022 yang digelar di Lusail Stadium, Minggu (18/12/2022) malam WIB.  https://t.co/zzneGgpUVg","0","0","0"
"beritahu aku mana final piala dunia terseru selain final 2022","0","0","0"
"Final piala dunia terbaik yang pernah aku tonton.","0","0","0"
"aganya doi doi ini juga tegang mnnton final piala dunia","0","0","0"
"@idextratime Beneran.. Ini final piala dunia yg keren, penuh  ketegangan. Gak sia2 aku begadang jagoanku menang😆🥳","0","0","0"
"Nonton final piala dunia barusan bikin jantung deg-degan seperti gendrang mau perang","0","0","0"
"Piala Dunia 2022 ini nonton final doang, pertandingan lainnya mantengin live score dan klasemen aja. Mungkin karena nggak barengan sama puasa ya, jadinya males nonton. Terus TV di rumah juga belum ada stb-nya jadi masih burem🤣","0","0","0"
"Piala dunia kali ini seneng banget, walau kyky ga menang tp bisa liat dia menang golden boots dan liat dia hat trick di final bikin bahagia bgt. Apalagi liat Messi angkat piala rasanya kaya seneng bgt, jaman sd dulu liatin Messi trs dr msh di Barca, hero masa kecilku angkat piala","0","0","0"
"Yang nonton final piala dunia Qatar! Selamat kalian telah menyaksikan salah satu pertandingan sepakbola terbaik di Dunia... #FIFAWorldCup  #ArgentinaVsFrance","0","0","0"
"Piala dunia terbaik. Final terbaik. Pemain terbaik #ARG  #argentina","0","0","0"
"seumur hidup cuma 2 kali nonton match bola yang berkesan sampe terngiang-ngiang. 1. comeback Barcelona VS PSG (6-1) 2. final piala dunia 2022.  dan semua match nya ada Messi. Definitely GOAT 🐐","0","0","0"
"terimakasih piala dunia 2022 udh nemenin dari awal nobar di angkringan ndeso sampai final nobar di banjar sambil siapin bazzar duduk. full memories😭 seruuuu!!!!","0","0","0"
"Kylian Mbappe Jadi Pemain Kedua yang Cetak Hattrick di Final Piala Dunia  https://t.co/egSyzIxjKW","0","0","0"
"Final piala dunia paling dag Dig dug","0","0","0"
"Messi akhirnya mendapatkan piala dunia bersama dengan tim Argentina di pertandingan final terbaik dalam sejarah piala dunia  https://t.co/BJDqUFnqr4","0","0","1"
"Final Piala Dunia Qatar 2022 Argentina vs Prancis seru abis dan adu tegang kedua pendukung tim, tapi yg tambah seru nontonnya streaming di  https://t.co/ByDmYFgvP6 dengan koneksi lancar dan stabil dari IndiHome  https://t.co/fjk6IJnecb","0","0","0"
"Final Piala Dunia 2022 yang Luar Biasa, Argentina Bungkam Prancis Lewat Adu Penalti  https://t.co/JijDhK6rPL","0","0","0"
"Gimana ya, banyak penalti di piala dunia kali ini, dan juga banyak keputusan2 wasit yang ngawur padahal ada VAR. Tapi partai final kali ini bener2 luar biasa. Bakalan sulit buat dilupakan. 👏🏼👏🏼👏🏼","0","0","0"
"argentina-juara-piala-dunia-2022  https://t.co/2IrDsfuOYf  Argentina berhasil merebut trofi juara Piala Dunia 2022. Argentina mengalahkan Prancis di final lewat adu penalti 4-2, usai bermain seri 3-3 sampai extra time.","0","0","0"
"Beruntung bgt bisa liat hattrick di final piala dunia. Thanks Mbappe!","0","0","0"
"Dua bek utama Manchester United ada di final Piala Dunia, membela negara masing2, semoga pas balik ke klub permainannya semakin solid ye 😁","0","0","0"
"Kalian yang gak nonton moment ini di Final Piala Dunia 2022, belum lolos uji jantung.  https://t.co/P1AtYgUxJ3","0","0","0"
"pertandingan final #FIFAWorldCup yang sungguh sangat menarik dan menegangkan serta menghibur, terima kasih dan sampai jumpa di piala dunia 2026!","0","0","0"
"Gila final piala dunia paling seru🔥","0","0","0"
"Ya edyan sih final piala dunia kali ini emang dramatis banget. Kejar kejaran skor.","0","0","0"
"final piala dunia paling seru","0","0","1"
"Argentina tampil sebagai juara Piala Dunia 2022 setelah menumpas Prancis melalui adu penalti di final. Argentina mengakhiri penantian juara usai 36 tahun.  https://t.co/gr42AsCBgt","0","7","28"
"NERVOUS Tiga kali saya sangat nervous nonton final piala dunia: 1986, 2014 dan 2022   Nonton dg hati ❤️❤️","0","0","0"
"@FaktaSepakbola Jujur, bukan maniak bola.  Sejak awal, terkesima dengan pembukaan dan persiapan piala dunia. Berakhir sampai menonton di pertandingan akhir final.   What a great World Cup!","2","0","9"
"final piala dunia tahun iki seru","0","0","1"
"What a Game! What a Final! What a FIFA World Cup! ""Piala Dunia yang Apa!"" Fix Final World Cup Terbaik Sepanjang Sejarah Sepakbola!  Hatur nuhun Qatar. Hatur nuhun FIFA. Hatur nuhun 2022. Sugema ☕","1","0","0"
"Siapapun pemenangnya, final Piala Dunia tahun ini bisa dibilang yang paling gila sepanjang sejarah.   Selamat, Argentina!","0","0","0"
"FINAL TERBAIK ATAU PIALA DUNIA TERBAIK. I HAVE NO IDEA. YG JELAS MOMEN PERHELATAN INI PATUT UNTUK DIKENANG. THANKS QATAR 🔥🔥🔥","0","0","1"
"Final piala dunia terbaik  https://t.co/EjXKhG4F1p","0","0","0"
"2014, 2015, 2016 Argentina kalah di final ikut nyesek sampe kok bisa tim dukungan gue kalah mulu di final  2021, 2022 langsung juara copa America, super cup, dan Piala Dunia   Yeahh the waiting is over Vamos La Albiceleste","0","0","1"
"lu dah keren mbap! diumur segitu dah ngerasain 2x final piala dunia, semangat!","0","0","0"
"cuyyyy kita semua jadi saksi hidup dari pertandingan final piala dunia terbaik yang pernah adaa😭.  The Champions🇦🇷🏆  https://t.co/qn6PEH7LIs","0","0","1"
"@idextratime final terbaik yg pernah wa tonton dan salah satu piala dunia tebaik yg pernah ada","1","0","1"
"Final Piala Dunia yg hebat sampe tuntass.. Jantung hrs kuat lihat final.kali ini","0","0","0"
"ini final piala dunia terbaik yg pernah saya tonton","0","0","0"
"Final Terbaik Piala Dunia Qatar Host Country The Best Congrats🥳🎉 for Argentina 🇦🇷 #FIFAWorldCup  https://t.co/84qLKtM4C7","0","0","1"
"kurang memahami sepakbola sejak terakhir 2014, waktu jaman sering ngeyoutube nonton konser2, tpi setiap piala dunia wajib ikuti apalagi final, karna kita jadi saksi salah satu sejarah dunia yg takkan mati. the best final piala dunia sih ini","0","0","0"
"@idextratime Proses untuk menjadi sukses dan happy ending  tidaklah gampang gagal gagal gagal dari beberapa final baik Copa maupun piala dunia sempat menyerah dan balik lagi bounce back dan pada 2021 dapat gelar pertama dan selanjutnya finalissima , troph","1","0","1"
"Gue abis nonton final piala dunia: kasian bgt mbappe gendong prancis🥲","0","0","0"
"jadi salah satu final piala dunia yang akan selalu diperbincangkan di masa depan.","0","0","0"
"Gokilll sihh ini baru final piala dunia, kelas 👍","0","0","0"
"@aowkaowkw123 @idextratime kapan ronaldo jadi pemain terbaik 2× piala dunia kapan bisa bawa Portugal sampai final pildun ???🤣","1","0","17"
"Selama nonton Final Piala Dunia dari tahun 1990 ini adalah Partai Final terbaik,,,,mantap Congrats Argentina 👍👍🏆⚽️🎄","0","0","0"
"Erick Thohir Jagokan Argentina di Final Piala Dunia 2022. Kenapa banyak pejabat kita dukung Argentina Ya? Ada yg bs jawab. Spt nya 2024 nyambung ni...Congrat Argentina. @erickthohir @RCyberProjo  https://t.co/Vr7HvgdQRt","0","0","0"
"Kylian Mbappe menjadi pemain ke-2 dalam sejarah final Piala Dunia yang berhasil mencetak hattrick. #kumparanBOLA  https://t.co/tlHf106DKc","0","2","14"
"Final piala dunia tahun ini didominasi pemain PSG","0","0","0"
"salah satu final piala dunia yang terbaik selama ngikutin nih ajang, apalagi Lisandro Martinez juara haha","0","0","0"
"3️⃣ gol di final, 8️⃣ gol di sepanjang turnamen. @KMbappe dinobatkan sebagai topskor Piala Dunia 2022! 👏❤️💙  🏆 #FromParisToQatar  https://t.co/y9wXsD1wNU","1","10","54"
"Final piala dunia paling sensasional, selamat Argentina..","0","0","1"
"Terima kasih Piala Dunia Qatar!! Terutama Final Argentina vs France Seru parahh gokill Gokkks Gokks🔥","0","0","0"
"@SerieA_Lawas Kalah di final 2 kali coppa america, kalah 1 kali final piala dunia,hampir pensiun dan semua nya terbayar sudah dengan memenangkan coppa dan piala dunia, the real GOAT","0","0","5"
"final piala dunia terseru sepanjang karir saya bernafas sebagai manusia.. #FIFAWorldCup #ArgentinaVsFrance","0","0","0"
"Ngerti bola dari tahun 2003an. Udah 5 edisi final piala dunia yg gw tonton. #FIFAWorldCup2022 jadi final paling seru. Menyusul ; - Piala Dunia Afsel 2010 - Piala Dunia Jerman 2006 - Piala Dunia Brazil 2014 Dan yang ngga seru, Final piala Dunia 2018. No Debat!","1","1","0"
"The best world cup ever. Hattrick di laga final. Adrenalin jantung terus di pacu, bukan fans Argentina tp ingin Leo menang piala dunia. Akhirnya Messi memenangkan trofi yg gakan pernah diraih @Cristiano :)","0","0","0"
"Laga final terbaik di kejuaraan piala dunia. Luar biasa. 🔥🔥🔥","0","0","0"
"Final Piala Dunia 2022 adalah final terbaik yang pernah aku tonton so far.","0","0","0"
"Mbappe tetap gaada obat sih, 24 tahun cetak Hattrick di Final Piala Dunia hampir buat Messi tetap di dalam mimpi panjangnya 😅🔥","0","0","0"
"Final piala dunia terkeren sepanjang sejarah selamat buat argentina","0","0","0"
"Timnas Argentina keluar sebagai juara Piala Dunia 2022. Itu setelah La Albiceleste menaklukkan Timnas Prancis pada final Piala Dunia 2022 (18/12), dengan skor 4-2 lewat adu penalti setelah imbang 3-3 selama 120 menit.  https://t.co/ulklBCb7Z7 __ #vivacoid #finalpialadunia #messi  https://t.co/UUPDgEWDql","2","1","15"
"Sumpah piala dunia tahun ini dari grup sampe final seru semua banyak plot twist bersyukur bgt","0","0","0"
"Miliaran orang di dunia hari ini menyaksikan Final Piala Dunia 2022 dan selamat untuk Argentina yang berhasil menjadi juara setelah kalahkan Prancis lewat babak adu pinalty.","0","0","0"
"final piala dunia terbaik yg pernah saya tonton dr 2002.. world class!!!! #FIFAWorldCup","0","0","0"
"Setelah nonton full time final piala dunia,jadi ngefans sama Di Maria, what a final","0","0","0"
"Babak Pertama Final Piala Dunia 2022, Argentina Unggul 2-0 atas Prancis: RONGGO – Argentina berhasil unggul 2-0 atas Prancis di babak…","0","0","0"
"Final Piala Dunia terbaik menurutku selama aku hidup☝️","0","0","0"
"Turut berduka sama orng yang gak nonton final piala dunia 2022","1","0","0"
"@AnOdeToShua iyyaa selama gue nonton final piala dunia benerann ini drama banget mana sesinya ampe 2 jam anjir gue yang keringet dingin","1","0","1"
"@convomfs 10/10  Disamping bnyak momen lucu di Qatar, ini final piala dunia paling seru.. seseru itu😭😭😭","0","0","0"
"Bintang Prancis Kylian Mbappe sukses merebut gelar top skor Piala Dunia 2022. Mbappe mencetak hattrick dalam final FIFA World Cup 2022.  https://t.co/XxOR8MMg3T","0","0","11"
"Diantara semua final piala Dunia yg ku nonton, inimi final terseru dan full senam jantung🥳","0","0","1"
"Mengikuti perjalanan Argentina yang kalah lawan Jerman di final 2014.   Messi sempat mau pensiun di 2016 tapi balik lagi.  Menjelang pensiun akhirnya Messi bisa ngangkat trofi piala dunia, pasti banyak orang yang ikut senang dan lega, koleksi gelar Messi akhirnya komplit  Legend!","0","0","0"
"Final Piala Dunia terbaik 🔥","0","0","0"
"Final Piala Dunia yg sangat memuaskan.","0","0","0"
"@convomfs 10000/10 walaupun france kalah tapi piala Dunia kali ini nyiptain final yg seru","0","0","0"
"Ini dia goal yang mengawali keseruan kita di laga Final Piala Dunia 2022.  #SCMWorldCup2022 #SCTVWorldCup2022 #FIFAWorldCup  https://t.co/VbSiRFlrki","0","7","36"
"What a great Era.... seneng bgt bs ngeliat messi &amp; ronaldo bs maen, ditambah final piala dunia yang seru bgt..... waaah","0","0","0"
"Hari ini kita jadi saksi sejarah Salah Satu Piala Dunia terbaik ✅ Salah Satu Final Piala Dunia terbaik ✅ Salah Satu Pemain Terbaik Sepanjang Masa ✅ #FIFAWorldCup  https://t.co/OxDydKpAPU","0","1","2"
"yang bilang final Piala Dunia 2022 sebagai yang terbaik berarti dia belum pernah nonton final Piala Dunia 1958.  Final Piala Dunia 2022 adalah yang terbaik.","0","0","0"
"Partai final yang sangat seru kali ini  Selamat untuk @argentina terimah kasih untuk tuan rumah @Qatar telah sukses menyelenggarakan piala dunia 2022","0","0","0"
"Terima kasih Emiliano Martinez, terima kasih Kylian Mbappe, berhasil validasi Lionel Messi sebagai the GOAT dan tutup karir timnas Argentina dengan juara final piala dunia Qatar 2022.  https://t.co/eLHuzDMUcl","0","2","13"
"Hasil Final Piala Dunia 2022! Argentina Juara Dunia, Lionel Messi Setara dengan Diego Maradona  https://t.co/i3fY4zEAVl  https://t.co/bMDIp4y9Fs","0","0","1"
"2022 full NT, drama messi vs ronaldo resmi tamat🥺, sampai ketemu piala dunia 2026, semoga bisa nonton final langsung ke venue, @aryaningrat1 @fakingsyitt_  -1 sobat prancis saya @sekalengavian  https://t.co/7nqKhZ1g6K","0","0","3"
"Final Piala Dunia 2022 emang keren dan sangat seru (❁´◡`❁)","0","0","0"
"Walaupun Prancis kalah dari Argentina tapi Mbappe sudah mengukir sejarah mencetak Hattrick saat final piala dunia dan menjadi top score dengan 8 gol..  Gw baru liat seorang pemain mampu mencetak gol 4 kali dalam pertandingan final 3 saat pertandingan satu adu penalti  https://t.co/alj3VG2t7r","0","0","12"
"Beruntung bisa nonton final piala dunia yang kayaknya paling seru sepanjang yang gw pernah tonton #WorldCupFinal","0","0","0"
"Memang kecoh penyokong Argentina tadi di The Paddock, Petaling Jaya!! Tahniah Argentina JUARA!!!! 🇦🇷🇦🇷🇦🇷  Viewing Party SINAR, Piala Dunia 2022 Final  #LiveUpdateSINAR  #FIFAWorldCup  #Qatar2022 #AstroWorldCup2022  https://t.co/33ZWAsW7ik","0","0","1"
"final piala dunia hanya pengalihan isu kalau sekarang udah hari senin.","0","1","0"
"Final Piala Dunia 2022 merupakan Final Piala Dunia terbaik yg kulihat..","0","0","0"
"Final Piala Dunia Paling seru dan penuh DRAMA. Sesuai Prediksi saya GOAT Messi Angkat Piala..Walaupun Jagoin France rasanya kurang seru klo yg menang France..Beda dengan thn 1998 timnas Modern France lebih Dominan diisi Oleh Pemain berdarah AFRIKA..","0","0","1"
"perjuangannya keren abis, mulai sd ngefans messi meskipun gatau dunia perbolaan, pokoknya beliau keren gitu, 2014 argentina runner up, 2018 gak lolos final dan sekarang doi angkat piala!!!  emang rejekinya 2022, akhir taun yg menyenangkan, SELAMAT BANGGA BANGET POKONYA!!!😭😭🥰🥰  https://t.co/unYN7QmId6","0","0","0"
"Ultah nanon tahun ini rameee banget yaa. Pas sm FM OHMNON, final piala dunia. Wkwkwk kayakk pass bangett","0","0","0"
"Salama lalajo piala dunia dan lalajo final piala dunia ti taun 98, nu bieu nu paling edan ramena!  Hujan goal, tembus pipinaltian. Nuhun hiburan ~","0","0","3"
"Final Piala Dunia yang sangat seru dan menegangkan. Argentina juara.","0","1","3"
"Piala Dunia yang paling seru menurut gua sih ditutup dengan Final yang kerasa final. Ga sia sia ditonton. Messi dan Mbappe🤝🌟🌟🌟","0","0","0"
"@idextratime PERTAMA KALI NONTON FINAL PIALA DUNIA NOBAR DI LAYER TANCEP DISUGUHIN MATCH KAYAK GINI, BERUNTUNGNYA GUE","0","0","0"
"Andai #Maradona bisa melihat final piala dunia 2022 ???","0","0","0"
"Qatar dengan segala kontroversinya, berhasil menyajikan final piala dunia yg paling seru untuk disaksikan sejauh ini.","0","0","0"
"Final Piala Dunia paling seru!! Selamat Argentina👏👏","0","0","0"
"@idextratime Emang udah lebih besar, soalnya dia udah nyampe final piala Dunia 2x dan juara 1x 😂","0","0","0"
"Final piala dunia kali ini seperti final suci x. Argentina ibarat Yono Bakrie. Blank di awal, juara di akhir. Congrats. Selamat #FIFAWorldCup #standupcomedy","0","0","0"
"Kita uasnya mulai selasa tuh karena malem ini final piala dunia kan ya?","0","0","0"
"Mbappe patut diberi standing ovation. Hattrick di final piala Dunia. Tuan muda memang calon goat","0","0","0"
"Mbappe gokil, emi martinez keren. Partai final piala dunia terbaik🤝👏","0","0","0"
"Apakah Messi akan ""diusir"" dari Perancis karena mengalahkan Perancis di Final?  Persis kaya Piala Dunia 1990. Argentina nya maradona mengalahkan Itali tepat di Napoli di semifinal, meskipun gak juara di final.  Kayanya enggak ya.","0","0","0"
"bayangin umur 23 tahun udah cetak hattrick di final terbaik piala dunia lawan pemain terbaik di dunia  legend in the making! hats off 🎩  https://t.co/yxDBzRs8xi","0","0","0"
"final piala dunia 2022 tontonan paling indah setelah senyumanmu","0","0","0"
"Senang sekali bisa menyaksikan final piala dunia karena jam nontonnya masih wajar 😄","0","0","0"
"Sungguh, ini Final Piala Dunia yang mendebarkan. Jilak. Selamat untuk Argentina 👍","0","0","0"
"terakhir nonton final piala dunia keknya dulu pas 2014 puasa2 nonton ampe jam 6 pagi sama bapak wkwkwk","1","0","0"
"@garagarabola_ Pertama lihat final piala Dunia thn 1998 dan sampe sekarang, paling seru ya ini luar biasa","0","0","1"
"Kylian Mbappe Cetak Hat-trick di Final Piala Dunia 2022, Samai Rekor Geoff Hurst   #Sindonews #BukanBeritaBiasa . https://t.co/fafRKYRhre","0","0","1"
"Pemuda Perindo Jakarta Gelar Nobar Final Piala Dunia, Masyarakat Antusias  https://t.co/2zRBPa2iyh","0","0","0"
"LIVE REPORT: Argentina vs Prancis di Final Piala Dunia 2022 – CNN Indonesia – Google Berita Olahraga –  https://t.co/RMfqVjTatm – #Arenanews #Kamidi #Opsiminfo- https://t.co/xpwIjZxq6J","0","0","0"
"@SerieA_Lawas Final piala dunia terseru setelah final 2006, betul TDK was...","0","0","0"
"What a game!! Beruntung banget bisa jadi saksi final piala dunia terbaikk!! Drama 90menit+Drama ET+Ditutup dengan Drama adu Penalty😍😍🔥🔥  Congrats Argentina!!🇦🇷","0","0","1"
"Mbape tiga hari kemudian dikabarkan nyabu setelah final piala dunia spertinya seluruh dunia masih bisa memaafkan","0","0","0"
"Final terbaik piala dunia sih ini mah , selamat Argentina , tp nunggu semburan potongan kertas pas angkat piala eee ga ada 🤣","0","0","0"
"Alhamdulillah mmg Piala Dunia terbaik yg aku pernah saksikan setakat ini , tambahan pula final terbaik juga setakat ini.  Yg menang mmg menang, yg kalah tidak la kalah sepenuhnya (Mbappe) #Qatar2022 #FIFAWorldCup","0","0","1"
"Final Piala Dunia terbaik Argentina 3 (4) vs (2) 3 Perancis Congratulations for Argentina and Lionel Messi  https://t.co/gMh9ey5bNU","0","0","0"
"Final Piala Dunia 2022: Mbappe Top Skor, Messi Pemain Terbaik  https://t.co/KEFporYnHv","0","2","3"
"tapi kudos juga mbappe umur segini hattrick di final piala dunia","0","0","0"
"Apresiasi untuk Kylian Mbappe... Hattrick di Final Piala Dunia.  Hampir tenggelam di 70 menit pertama. Menciptakan keajaiban, namun belum cukup menggagalkan semesta bersama  LM10. BEST FINAL EVER...  https://t.co/W9Uhq3qv8s","0","0","0"
"Beruntung bisa melihat final terbaik piala dunia dan menjadi saksi seorang pemain terbaik sepak bola mengangkat piala","0","0","1"
"ga nyesel walaupun prancis kalah, ini final piala dunia terseru","0","0","0"
"Mbappe Cetak Gol Terbanyak dalam Sejarah Final Piala Dunia   https://t.co/5zrQBGs6FP","0","0","0"
"Mbappeé diumur  23 tahun mampu membawa perancis back to back final piala dunia itu capaian yang luar biasa. Rispek","0","0","3"
"Yang bilang piala dunia Qatar tahun ini kureng lah ga seru lah bacottt lu liat aja final nya seseru iniiii 🤸🤸","0","0","0"
"HASIL FINAL PIALA DUNIA 2022, ARGENTINA VS PERANCIS  https://t.co/y2vfmQI3yv lewat @YouTube","0","0","0"
"Dari 1994 ini kyknya final terseru piala dunia.. #kyknontonsj 😅","0","0","0"
"Piala Dunia Tahun Ini adalah yang terbaik, tapi sekaligus juga terburuk bagi para penonton indonesia. Kenapa? Karena Broadcaster buruk yg bikin pengalaman nonton final bukannya degdegan malah bikin kesel. Gara gara @vidio tolol","0","0","1"
"Tamat sudah perdebatan the real goat sesungguhnya, selamat menikmati hari tuamu la pulga #Messi𓃵   Dan ini menjadi piala dunia dengan drama terbaik di final setelah piala dunia afrika selatan 2010, epic moment #Qatar2022","0","0","0"
"Ini final piala dunia terbaik sejak gue pertama kali nonton 20 tahun lalu. 🥰","0","0","0"
"Final piala dunia tergila sepanjang masa","0","0","0"
"Sepakbola pemersatu bangsa, partai final terbaik yang pernah saya lihat dan 4 tahun kedepan saya menonton piala dunia bersama istri di rumah 😁🤗","0","0","0"
"Lah kok udah final aja. Baru jg mau nonton piala dunia...","0","0","0"
"Final piala dunia terseru, nice try France, congrats Argentina 👏","0","0","1"
"@idextratime Fix sih, ini final Piala Dunia yg sangat seru","0","0","0"
"Messi di final world cup 2014 Messi di final world cup 2022  Impian Messi yg menjadi nyata setelah final world cup terakhir 8 tahun lalu yg kalah di final lawan German. Piala Dunia ke 5 yg dia ikuti sejak 2006 dan akhirnya angkat trofi juga  greatest footballer of all time  https://t.co/4s5tXpA2My","0","0","1"
"Selesai sudah penyelenggaran World Cup 2022. Terimakasih Qatar sudah memberikan panggung untuk semua pertandingan di piala dunia tahun ini. Final nya epic banget. Sekali lagi congratulations for Argentina! and see you in USA, Canada, Mexico 2026.","0","0","0"
"FIFA World Cup 2022  Final:  FT: Argentina 🇦🇷 vs Prancis 🇫🇷 3-3 (PK:4-2)  Gol by: 🇦🇷: Lionel Messi (P) '23, '108 Angel Di Maria '36 🇫🇷: Kylian Mbappe (P) '80, '81 Kylian Mbappe (P) '118  Argentina raih gelar juara Piala Dunia 2022.  #FIFAWorldCup    #PialaDunia2022  https://t.co/K3OC881x1S","0","0","2"
"Baru tau trnyta piala dunia final ya, pantesan rame amat","0","0","0"
"Ga ngerti2 amat sepak bola tapi ini kali pertama kalimya nonton final piala dunia sampe jantung mau copot. Selamat Argentinaa 🔥 keren banget Perancis 💯  Messi &amp; Mbappe aku padamu...","3","25","89"
"Kylian Mbappe 'Top Skor Piala Dunia 2022'. Cetak 8 gol untuk Timnas #Prancis #FIFAWorldCup WHAT A GAME WHAT A FINAL   https://t.co/fhE6AQcFBh","0","0","2"
"terima kasih @vidio karena menayangkan Piala Dunia yang luar biasa. meski di final agak bapuk, tapi semoga ke depannya diperbaiki.  sampai ketemu di Piala Dunia U20 2023 di Indonesia.  jangan lupa bidding EURO 2024.","0","0","0"
"Meski Kylian Mbappe gagal membawa Prancis menjadi juara Piala Dunia 2022, ia tetap pulang dengan membawa gelar top skor turnamen berkat hat-tricknya di final.  https://t.co/qpz4nZbuyj","0","6","16"
"23 tahun. Hattrick di final. Masih bisa setidaknya 3 piala dunia! 🐢","0","0","0"
